lon lat dep Vp Vs
105.400 31.000 25.000 6.577 3.802
105.400 31.200 25.000 6.538 3.757
105.400 31.400 25.000 6.361 3.717
105.400 31.600 25.000 6.440 3.733
105.400 31.800 25.000 6.477 3.763
105.400 32.000 25.000 6.492 3.742
105.400 32.200 25.000 6.384 3.714
105.400 32.400 25.000 6.258 3.694
105.400 32.600 25.000 6.312 3.709
105.400 32.800 25.000 6.256 3.670
105.400 33.000 25.000 6.232 3.663
105.400 33.200 25.000 6.239 3.678
105.400 33.400 25.000 6.342 3.712
105.600 23.000 25.000 6.136 3.596
105.600 23.200 25.000 6.138 3.593
105.600 23.400 25.000 6.098 3.573
105.600 23.600 25.000 6.070 3.560
105.600 23.800 25.000 6.044 3.547
105.600 24.000 25.000 6.034 3.537
105.600 24.200 25.000 6.070 3.558
105.600 24.400 25.000 6.109 3.591
105.600 24.600 25.000 6.123 3.603
105.600 24.800 25.000 6.132 3.599
105.600 25.000 25.000 6.105 3.588
105.600 25.200 25.000 6.091 3.575
105.600 25.400 25.000 6.069 3.551
105.600 25.600 25.000 6.043 3.539
105.600 25.800 25.000 6.026 3.525
105.600 26.000 25.000 6.010 3.508
105.600 26.200 25.000 6.011 3.503
105.600 26.400 25.000 6.011 3.501
105.600 26.600 25.000 5.966 3.481
105.600 26.800 25.000 5.949 3.483
105.600 27.000 25.000 5.950 3.492
105.600 27.200 25.000 6.015 3.522
105.600 27.400 25.000 6.078 3.545
105.600 27.600 25.000 6.142 3.560
105.600 27.800 25.000 6.175 3.588
105.600 28.000 25.000 6.237 3.650
105.600 28.200 25.000 6.322 3.710
105.600 28.400 25.000 6.476 3.791
105.600 28.600 25.000 6.581 3.845
105.600 28.800 25.000 6.612 3.824
105.600 29.000 25.000 6.681 3.824
105.600 29.200 25.000 6.746 3.831
105.600 29.400 25.000 6.672 3.853
105.600 29.600 25.000 6.676 3.892
105.600 29.800 25.000 6.716 3.913
105.600 30.000 25.000 6.728 3.921
105.600 30.200 25.000 6.719 3.925
105.600 30.400 25.000 6.682 3.911
105.600 30.600 25.000 6.619 3.875
105.600 30.800 25.000 6.570 3.840
105.600 31.000 25.000 6.600 3.820
105.600 31.200 25.000 6.491 3.779
105.600 31.400 25.000 6.402 3.745
105.600 31.600 25.000 6.405 3.728
105.600 31.800 25.000 6.420 3.748
105.600 32.000 25.000 6.512 3.748
105.600 32.200 25.000 6.454 3.729
105.600 32.400 25.000 6.374 3.711
105.600 32.600 25.000 6.438 3.724
105.600 32.800 25.000 6.375 3.701
105.600 33.000 25.000 6.263 3.675
105.600 33.200 25.000 6.278 3.705
105.600 33.400 25.000 6.372 3.734
105.800 23.600 25.000 6.089 3.576
105.800 23.800 25.000 6.061 3.554
105.800 24.000 25.000 6.040 3.540
105.800 24.200 25.000 6.057 3.559
105.800 24.400 25.000 6.111 3.601
105.800 24.600 25.000 6.122 3.608
105.800 24.800 25.000 6.108 3.593
105.800 25.000 25.000 6.104 3.590
105.800 25.200 25.000 6.066 3.566
105.800 25.400 25.000 6.048 3.547
105.800 25.600 25.000 6.034 3.535
105.800 25.800 25.000 6.028 3.534
105.800 26.000 25.000 6.020 3.522
105.800 26.200 25.000 6.034 3.525
105.800 26.400 25.000 6.033 3.522
105.800 26.600 25.000 5.975 3.491
105.800 26.800 25.000 5.957 3.483
105.800 27.000 25.000 5.971 3.489
105.800 27.200 25.000 6.009 3.510
105.800 27.400 25.000 6.056 3.527
105.800 27.600 25.000 6.139 3.549
105.800 27.800 25.000 6.192 3.581
105.800 28.000 25.000 6.316 3.668
105.800 28.200 25.000 6.358 3.717
105.800 28.400 25.000 6.463 3.779
105.800 28.600 25.000 6.542 3.830
105.800 28.800 25.000 6.613 3.831
105.800 29.000 25.000 6.674 3.834
105.800 29.200 25.000 6.714 3.836
105.800 29.400 25.000 6.620 3.869
105.800 29.600 25.000 6.628 3.890
105.800 29.800 25.000 6.688 3.912
105.800 30.000 25.000 6.698 3.908
105.800 30.200 25.000 6.711 3.914
105.800 30.400 25.000 6.673 3.911
105.800 30.600 25.000 6.596 3.872
105.800 30.800 25.000 6.536 3.846
105.800 31.000 25.000 6.539 3.847
105.800 31.200 25.000 6.480 3.825
105.800 31.400 25.000 6.478 3.798
105.800 31.600 25.000 6.443 3.754
105.800 31.800 25.000 6.358 3.735
105.800 32.000 25.000 6.407 3.720
105.800 32.200 25.000 6.510 3.734
105.800 32.400 25.000 6.504 3.750
105.800 32.600 25.000 6.544 3.751
105.800 32.800 25.000 6.571 3.742
105.800 33.000 25.000 6.366 3.725
105.800 33.200 25.000 6.360 3.728
105.800 33.400 25.000 6.426 3.783
106.000 24.200 25.000 6.073 3.577
106.000 24.400 25.000 6.107 3.608
106.000 24.600 25.000 6.112 3.614
106.000 24.800 25.000 6.106 3.602
106.000 25.000 25.000 6.100 3.590
106.000 25.200 25.000 6.067 3.562
106.000 25.400 25.000 6.068 3.550
106.000 25.600 25.000 6.064 3.546
106.000 25.800 25.000 6.065 3.552
106.000 26.000 25.000 6.067 3.556
106.000 26.200 25.000 6.071 3.556
106.000 26.400 25.000 6.041 3.536
106.000 26.600 25.000 5.991 3.508
106.000 26.800 25.000 5.993 3.503
106.000 27.000 25.000 6.013 3.502
106.000 27.200 25.000 6.028 3.507
106.000 27.400 25.000 6.046 3.519
106.000 27.600 25.000 6.128 3.543
106.000 27.800 25.000 6.221 3.588
106.000 28.000 25.000 6.328 3.658
106.000 28.200 25.000 6.458 3.741
106.000 28.400 25.000 6.464 3.752
106.000 28.600 25.000 6.493 3.790
106.000 28.800 25.000 6.572 3.837
106.000 29.000 25.000 6.652 3.854
106.000 29.200 25.000 6.635 3.869
106.000 29.400 25.000 6.662 3.882
106.000 29.600 25.000 6.608 3.869
106.000 29.800 25.000 6.641 3.893
106.000 30.000 25.000 6.642 3.888
106.000 30.200 25.000 6.643 3.884
106.000 30.400 25.000 6.640 3.891
106.000 30.600 25.000 6.614 3.885
106.000 30.800 25.000 6.584 3.873
106.000 31.000 25.000 6.556 3.866
106.000 31.200 25.000 6.568 3.860
106.000 31.400 25.000 6.580 3.853
106.000 31.600 25.000 6.538 3.807
106.000 31.800 25.000 6.402 3.751
106.000 32.000 25.000 6.315 3.701
106.000 32.200 25.000 6.411 3.716
106.000 32.400 25.000 6.469 3.769
106.000 32.600 25.000 6.624 3.794
106.000 32.800 25.000 6.760 3.794
106.000 33.000 25.000 6.481 3.762
106.000 33.200 25.000 6.423 3.770
106.200 24.800 25.000 6.140 3.623
106.200 25.000 25.000 6.122 3.600
106.200 25.200 25.000 6.074 3.562
106.200 25.400 25.000 6.077 3.553
106.200 25.600 25.000 6.119 3.579
106.200 25.800 25.000 6.151 3.602
106.200 26.000 25.000 6.154 3.611
106.200 26.200 25.000 6.093 3.581
106.200 26.400 25.000 6.015 3.533
106.200 26.600 25.000 5.981 3.510
106.200 26.800 25.000 5.985 3.499
106.200 27.000 25.000 6.015 3.495
106.200 27.200 25.000 6.062 3.515
106.200 27.400 25.000 6.086 3.530
106.200 27.600 25.000 6.143 3.551
106.200 27.800 25.000 6.242 3.605
106.200 28.000 25.000 6.365 3.676
106.200 28.200 25.000 6.434 3.717
106.200 28.400 25.000 6.404 3.705
106.200 28.600 25.000 6.432 3.743
106.200 28.800 25.000 6.538 3.817
106.200 29.000 25.000 6.582 3.852
106.200 29.200 25.000 6.592 3.882
106.200 29.400 25.000 6.716 3.884
106.200 29.600 25.000 6.651 3.844
106.200 29.800 25.000 6.678 3.887
106.200 30.000 25.000 6.654 3.880
106.200 30.200 25.000 6.585 3.850
106.200 30.400 25.000 6.576 3.853
106.200 30.600 25.000 6.591 3.871
106.200 30.800 25.000 6.585 3.873
106.200 31.000 25.000 6.602 3.870
106.200 31.200 25.000 6.624 3.878
106.200 31.400 25.000 6.624 3.882
106.200 31.600 25.000 6.593 3.860
106.200 31.800 25.000 6.444 3.806
106.200 32.000 25.000 6.312 3.761
106.200 32.200 25.000 6.389 3.777
106.200 32.400 25.000 6.433 3.794
106.200 32.600 25.000 6.575 3.828
106.200 32.800 25.000 6.728 3.827
106.200 33.000 25.000 6.615 3.813
106.400 25.400 25.000 6.124 3.586
106.400 25.600 25.000 6.175 3.617
106.400 25.800 25.000 6.202 3.637
106.400 26.000 25.000 6.188 3.638
106.400 26.200 25.000 6.094 3.593
106.400 26.400 25.000 5.990 3.537
106.400 26.600 25.000 5.954 3.509
106.400 26.800 25.000 5.965 3.488
106.400 27.000 25.000 6.004 3.487
106.400 27.200 25.000 6.051 3.511
106.400 27.400 25.000 6.094 3.537
106.400 27.600 25.000 6.135 3.554
106.400 27.800 25.000 6.251 3.614
106.400 28.000 25.000 6.376 3.681
106.400 28.200 25.000 6.403 3.700
106.400 28.400 25.000 6.379 3.685
106.400 28.600 25.000 6.393 3.705
106.400 28.800 25.000 6.507 3.781
106.400 29.000 25.000 6.593 3.844
106.400 29.200 25.000 6.659 3.897
106.400 29.400 25.000 6.730 3.882
106.400 29.600 25.000 6.700 3.845
106.400 29.800 25.000 6.699 3.884
106.400 30.000 25.000 6.735 3.886
106.400 30.200 25.000 6.579 3.818
106.400 30.400 25.000 6.559 3.807
106.400 30.600 25.000 6.551 3.825
106.400 30.800 25.000 6.572 3.839
106.400 31.000 25.000 6.634 3.876
106.400 31.200 25.000 6.612 3.892
106.400 31.400 25.000 6.626 3.903
106.400 31.600 25.000 6.594 3.895
106.400 31.800 25.000 6.431 3.849
106.400 32.000 25.000 6.289 3.804
106.400 32.200 25.000 6.395 3.824
106.400 32.400 25.000 6.495 3.847
106.400 32.600 25.000 6.579 3.848
106.400 32.800 25.000 6.682 3.834
106.600 26.200 25.000 6.121 3.607
106.600 26.400 25.000 6.017 3.547
106.600 26.600 25.000 5.984 3.517
106.600 26.800 25.000 5.978 3.490
106.600 27.000 25.000 5.993 3.478
106.600 27.200 25.000 6.042 3.505
106.600 27.400 25.000 6.091 3.536
106.600 27.600 25.000 6.114 3.550
106.600 27.800 25.000 6.201 3.596
106.600 28.000 25.000 6.327 3.657
106.600 28.200 25.000 6.296 3.655
106.600 28.400 25.000 6.318 3.665
106.600 28.600 25.000 6.371 3.694
106.600 28.800 25.000 6.476 3.749
106.600 29.000 25.000 6.635 3.847
106.600 29.200 25.000 6.678 3.862
106.600 29.400 25.000 6.738 3.865
106.600 29.600 25.000 6.722 3.833
106.600 29.800 25.000 6.642 3.855
106.600 30.000 25.000 6.697 3.863
106.600 30.200 25.000 6.640 3.826
106.600 30.400 25.000 6.539 3.777
106.600 30.600 25.000 6.473 3.763
106.600 30.800 25.000 6.479 3.776
106.600 31.000 25.000 6.538 3.828
106.600 31.200 25.000 6.576 3.863
106.600 31.400 25.000 6.585 3.876
106.600 31.600 25.000 6.579 3.893
106.600 31.800 25.000 6.486 3.895
106.600 32.000 25.000 6.368 3.880
106.600 32.200 25.000 6.466 3.903
106.600 32.400 25.000 6.536 3.900
106.600 32.600 25.000 6.627 3.886
106.800 27.600 25.000 6.129 3.564
106.800 27.800 25.000 6.181 3.597
106.800 28.000 25.000 6.227 3.617
106.800 28.200 25.000 6.279 3.654
106.800 28.400 25.000 6.360 3.700
106.800 28.600 25.000 6.400 3.721
106.800 28.800 25.000 6.519 3.777
106.800 29.000 25.000 6.578 3.823
106.800 29.200 25.000 6.608 3.822
106.800 29.400 25.000 6.682 3.818
106.800 29.600 25.000 6.713 3.803
106.800 29.800 25.000 6.587 3.807
106.800 30.000 25.000 6.610 3.846
106.800 30.200 25.000 6.613 3.844
106.800 30.400 25.000 6.511 3.783
106.800 30.600 25.000 6.478 3.768
106.800 30.800 25.000 6.453 3.768
106.800 31.000 25.000 6.505 3.791
106.800 31.200 25.000 6.542 3.827
106.800 31.400 25.000 6.587 3.865
106.800 31.600 25.000 6.583 3.882
106.800 31.800 25.000 6.544 3.906
106.800 32.000 25.000 6.480 3.924
106.800 32.200 25.000 6.549 3.961
106.800 32.400 25.000 6.618 3.968
107.000 30.600 25.000 6.514 3.794
107.000 30.800 25.000 6.580 3.806
107.000 31.000 25.000 6.604 3.796
107.000 31.200 25.000 6.588 3.809
107.000 31.400 25.000 6.640 3.873
107.000 31.600 25.000 6.648 3.907
107.000 31.800 25.000 6.658 3.948
107.000 32.000 25.000 6.625 3.988
97.800 24.600 30.000 6.251 3.644
97.800 24.800 30.000 6.155 3.573
97.800 25.000 30.000 6.230 3.618
98.000 24.400 30.000 6.330 3.659
98.000 24.600 30.000 6.186 3.580
98.000 24.800 30.000 6.243 3.585
98.000 25.000 30.000 6.146 3.543
98.000 25.200 30.000 6.132 3.557
98.000 25.400 30.000 6.201 3.612
98.000 25.600 30.000 6.178 3.609
98.000 25.800 30.000 6.224 3.644
98.000 26.000 30.000 6.145 3.593
98.000 26.200 30.000 6.171 3.606
98.000 26.400 30.000 6.158 3.600
98.000 26.600 30.000 6.165 3.604
98.000 26.800 30.000 6.139 3.594
98.200 24.200 30.000 6.288 3.640
98.200 24.400 30.000 6.407 3.649
98.200 24.600 30.000 6.386 3.620
98.200 24.800 30.000 6.341 3.639
98.200 25.000 30.000 6.352 3.590
98.200 25.200 30.000 6.315 3.596
98.200 25.400 30.000 6.205 3.571
98.200 25.600 30.000 6.131 3.550
98.200 25.800 30.000 6.269 3.637
98.200 26.000 30.000 6.284 3.647
98.200 26.200 30.000 6.284 3.647
98.200 26.400 30.000 6.193 3.606
98.200 26.600 30.000 6.236 3.629
98.200 26.800 30.000 6.198 3.618
98.200 27.000 30.000 6.239 3.634
98.200 27.200 30.000 6.228 3.630
98.200 27.400 30.000 6.203 3.615
98.200 27.600 30.000 6.162 3.584
98.200 27.800 30.000 6.093 3.533
98.200 28.000 30.000 5.992 3.465
98.200 28.200 30.000 5.923 3.397
98.200 28.400 30.000 5.872 3.341
98.200 28.600 30.000 5.819 3.309
98.200 28.800 30.000 5.907 3.364
98.400 24.000 30.000 6.266 3.634
98.400 24.200 30.000 6.230 3.595
98.400 24.400 30.000 6.423 3.627
98.400 24.600 30.000 6.519 3.639
98.400 24.800 30.000 6.490 3.598
98.400 25.000 30.000 6.464 3.598
98.400 25.200 30.000 6.255 3.537
98.400 25.400 30.000 6.246 3.571
98.400 25.600 30.000 6.219 3.567
98.400 25.800 30.000 6.203 3.585
98.400 26.000 30.000 6.248 3.619
98.400 26.200 30.000 6.255 3.627
98.400 26.400 30.000 6.279 3.651
98.400 26.600 30.000 6.338 3.684
98.400 26.800 30.000 6.352 3.689
98.400 27.000 30.000 6.278 3.660
98.400 27.200 30.000 6.210 3.620
98.400 27.400 30.000 6.164 3.588
98.400 27.600 30.000 6.072 3.527
98.400 27.800 30.000 6.019 3.482
98.400 28.000 30.000 5.969 3.436
98.400 28.200 30.000 5.884 3.376
98.400 28.400 30.000 5.875 3.351
98.400 28.600 30.000 5.892 3.355
98.400 28.800 30.000 5.881 3.361
98.400 29.000 30.000 5.867 3.361
98.400 29.200 30.000 5.824 3.349
98.400 29.400 30.000 5.854 3.358
98.400 29.600 30.000 5.849 3.352
98.400 29.800 30.000 5.881 3.364
98.400 30.000 30.000 5.889 3.368
98.400 30.200 30.000 5.899 3.379
98.400 30.400 30.000 5.915 3.390
98.400 30.600 30.000 5.920 3.394
98.400 30.800 30.000 5.919 3.394
98.600 23.800 30.000 6.336 3.667
98.600 24.000 30.000 6.341 3.644
98.600 24.200 30.000 6.244 3.583
98.600 24.400 30.000 6.398 3.616
98.600 24.600 30.000 6.407 3.574
98.600 24.800 30.000 6.473 3.570
98.600 25.000 30.000 6.339 3.526
98.600 25.200 30.000 6.272 3.543
98.600 25.400 30.000 6.286 3.562
98.600 25.600 30.000 6.272 3.575
98.600 25.800 30.000 6.201 3.580
98.600 26.000 30.000 6.270 3.629
98.600 26.200 30.000 6.299 3.634
98.600 26.400 30.000 6.218 3.614
98.600 26.600 30.000 6.242 3.635
98.600 26.800 30.000 6.243 3.638
98.600 27.000 30.000 6.222 3.633
98.600 27.200 30.000 6.227 3.601
98.600 27.400 30.000 6.102 3.545
98.600 27.600 30.000 6.028 3.487
98.600 27.800 30.000 5.995 3.443
98.600 28.000 30.000 5.986 3.417
98.600 28.200 30.000 5.875 3.364
98.600 28.400 30.000 5.845 3.347
98.600 28.600 30.000 5.838 3.342
98.600 28.800 30.000 5.863 3.359
98.600 29.000 30.000 5.898 3.374
98.600 29.200 30.000 5.894 3.370
98.600 29.400 30.000 5.852 3.345
98.600 29.600 30.000 5.860 3.339
98.600 29.800 30.000 5.883 3.349
98.600 30.000 30.000 5.897 3.358
98.600 30.200 30.000 5.904 3.370
98.600 30.400 30.000 5.896 3.376
98.600 30.600 30.000 5.904 3.385
98.600 30.800 30.000 5.922 3.395
98.600 31.000 30.000 5.925 3.397
98.600 31.200 30.000 5.936 3.398
98.600 31.400 30.000 5.917 3.380
98.600 31.600 30.000 5.920 3.377
98.800 23.800 30.000 6.323 3.648
98.800 24.000 30.000 6.353 3.658
98.800 24.200 30.000 6.343 3.659
98.800 24.400 30.000 6.331 3.592
98.800 24.600 30.000 6.381 3.572
98.800 24.800 30.000 6.425 3.553
98.800 25.000 30.000 6.390 3.577
98.800 25.200 30.000 6.370 3.597
98.800 25.400 30.000 6.324 3.559
98.800 25.600 30.000 6.323 3.578
98.800 25.800 30.000 6.202 3.581
98.800 26.000 30.000 6.249 3.615
98.800 26.200 30.000 6.268 3.596
98.800 26.400 30.000 6.215 3.582
98.800 26.600 30.000 6.190 3.583
98.800 26.800 30.000 6.176 3.580
98.800 27.000 30.000 6.188 3.586
98.800 27.200 30.000 6.164 3.545
98.800 27.400 30.000 6.116 3.515
98.800 27.600 30.000 6.024 3.451
98.800 27.800 30.000 5.908 3.368
98.800 28.000 30.000 5.874 3.338
98.800 28.200 30.000 5.936 3.379
98.800 28.400 30.000 5.899 3.372
98.800 28.600 30.000 5.883 3.365
98.800 28.800 30.000 5.845 3.354
98.800 29.000 30.000 5.837 3.354
98.800 29.200 30.000 5.890 3.366
98.800 29.400 30.000 5.891 3.353
98.800 29.600 30.000 5.897 3.344
98.800 29.800 30.000 5.912 3.350
98.800 30.000 30.000 5.927 3.355
98.800 30.200 30.000 5.913 3.360
98.800 30.400 30.000 5.900 3.365
98.800 30.600 30.000 5.906 3.375
98.800 30.800 30.000 5.922 3.386
98.800 31.000 30.000 5.922 3.408
98.800 31.200 30.000 5.918 3.375
98.800 31.400 30.000 5.904 3.358
98.800 31.600 30.000 5.892 3.344
98.800 31.800 30.000 5.872 3.319
99.000 23.600 30.000 6.360 3.665
99.000 23.800 30.000 6.408 3.697
99.000 24.000 30.000 6.381 3.673
99.000 24.200 30.000 6.385 3.665
99.000 24.400 30.000 6.422 3.663
99.000 24.600 30.000 6.404 3.616
99.000 24.800 30.000 6.460 3.581
99.000 25.000 30.000 6.491 3.595
99.000 25.200 30.000 6.419 3.544
99.000 25.400 30.000 6.366 3.537
99.000 25.600 30.000 6.355 3.578
99.000 25.800 30.000 6.155 3.526
99.000 26.000 30.000 6.075 3.512
99.000 26.200 30.000 6.163 3.533
99.000 26.400 30.000 6.122 3.506
99.000 26.600 30.000 6.152 3.521
99.000 26.800 30.000 6.127 3.514
99.000 27.000 30.000 6.084 3.503
99.000 27.200 30.000 6.061 3.465
99.000 27.400 30.000 6.012 3.430
99.000 27.600 30.000 5.945 3.383
99.000 27.800 30.000 5.907 3.340
99.000 28.000 30.000 5.858 3.309
99.000 28.200 30.000 5.875 3.344
99.000 28.400 30.000 5.902 3.372
99.000 28.600 30.000 5.868 3.366
99.000 28.800 30.000 5.876 3.370
99.000 29.000 30.000 5.902 3.384
99.000 29.200 30.000 5.897 3.375
99.000 29.400 30.000 5.934 3.374
99.000 29.600 30.000 5.974 3.378
99.000 29.800 30.000 5.988 3.380
99.000 30.000 30.000 5.970 3.363
99.000 30.200 30.000 5.954 3.362
99.000 30.400 30.000 5.923 3.361
99.000 30.600 30.000 5.908 3.363
99.000 30.800 30.000 5.936 3.384
99.000 31.000 30.000 5.892 3.385
99.000 31.200 30.000 5.896 3.348
99.000 31.400 30.000 5.890 3.335
99.000 31.600 30.000 5.873 3.317
99.000 31.800 30.000 5.846 3.291
99.000 32.000 30.000 5.835 3.277
99.200 23.400 30.000 6.245 3.667
99.200 23.600 30.000 6.403 3.715
99.200 23.800 30.000 6.298 3.632
99.200 24.000 30.000 6.402 3.659
99.200 24.200 30.000 6.450 3.658
99.200 24.400 30.000 6.453 3.646
99.200 24.600 30.000 6.402 3.584
99.200 24.800 30.000 6.524 3.573
99.200 25.000 30.000 6.547 3.568
99.200 25.200 30.000 6.424 3.552
99.200 25.400 30.000 6.320 3.552
99.200 25.600 30.000 6.210 3.534
99.200 25.800 30.000 6.276 3.614
99.200 26.000 30.000 6.090 3.535
99.200 26.200 30.000 6.094 3.488
99.200 26.400 30.000 6.147 3.480
99.200 26.600 30.000 6.145 3.474
99.200 26.800 30.000 6.161 3.485
99.200 27.000 30.000 6.137 3.482
99.200 27.200 30.000 6.101 3.438
99.200 27.400 30.000 6.038 3.396
99.200 27.600 30.000 5.951 3.347
99.200 27.800 30.000 5.950 3.335
99.200 28.000 30.000 5.948 3.346
99.200 28.200 30.000 5.946 3.364
99.200 28.400 30.000 5.993 3.391
99.200 28.600 30.000 5.998 3.397
99.200 28.800 30.000 5.913 3.368
99.200 29.000 30.000 5.901 3.363
99.200 29.200 30.000 5.947 3.375
99.200 29.400 30.000 5.958 3.382
99.200 29.600 30.000 5.975 3.386
99.200 29.800 30.000 5.966 3.372
99.200 30.000 30.000 5.961 3.336
99.200 30.200 30.000 5.944 3.335
99.200 30.400 30.000 5.920 3.339
99.200 30.600 30.000 5.925 3.353
99.200 30.800 30.000 5.931 3.364
99.200 31.000 30.000 5.909 3.382
99.200 31.200 30.000 5.924 3.384
99.200 31.400 30.000 5.907 3.317
99.200 31.600 30.000 5.880 3.297
99.200 31.800 30.000 5.855 3.281
99.200 32.000 30.000 5.839 3.276
99.200 32.200 30.000 5.897 3.382
99.400 23.200 30.000 6.370 3.720
99.400 23.400 30.000 6.421 3.742
99.400 23.600 30.000 6.378 3.704
99.400 23.800 30.000 6.368 3.689
99.400 24.000 30.000 6.429 3.678
99.400 24.200 30.000 6.578 3.699
99.400 24.400 30.000 6.582 3.652
99.400 24.600 30.000 6.563 3.631
99.400 24.800 30.000 6.706 3.621
99.400 25.000 30.000 6.681 3.592
99.400 25.200 30.000 6.529 3.554
99.400 25.400 30.000 6.425 3.561
99.400 25.600 30.000 6.299 3.579
99.400 25.800 30.000 6.285 3.603
99.400 26.000 30.000 6.115 3.552
99.400 26.200 30.000 6.153 3.506
99.400 26.400 30.000 6.178 3.467
99.400 26.600 30.000 6.104 3.427
99.400 26.800 30.000 6.124 3.445
99.400 27.000 30.000 6.110 3.454
99.400 27.200 30.000 6.102 3.424
99.400 27.400 30.000 6.069 3.385
99.400 27.600 30.000 6.075 3.370
99.400 27.800 30.000 6.066 3.367
99.400 28.000 30.000 5.992 3.365
99.400 28.200 30.000 6.023 3.383
99.400 28.400 30.000 6.025 3.368
99.400 28.600 30.000 6.002 3.370
99.400 28.800 30.000 5.940 3.343
99.400 29.000 30.000 5.936 3.338
99.400 29.200 30.000 5.959 3.351
99.400 29.400 30.000 5.982 3.369
99.400 29.600 30.000 5.967 3.365
99.400 29.800 30.000 5.968 3.341
99.400 30.000 30.000 5.933 3.308
99.400 30.200 30.000 5.934 3.313
99.400 30.400 30.000 5.926 3.324
99.400 30.600 30.000 5.919 3.334
99.400 30.800 30.000 5.974 3.357
99.400 31.000 30.000 5.982 3.397
99.400 31.200 30.000 5.937 3.388
99.400 31.400 30.000 5.929 3.307
99.400 31.600 30.000 5.897 3.289
99.400 31.800 30.000 5.881 3.292
99.400 32.000 30.000 5.837 3.267
99.400 32.200 30.000 5.899 3.383
99.400 32.400 30.000 5.922 3.406
99.600 23.000 30.000 6.499 3.767
99.600 23.200 30.000 6.397 3.730
99.600 23.400 30.000 6.406 3.718
99.600 23.600 30.000 6.339 3.671
99.600 23.800 30.000 6.321 3.664
99.600 24.000 30.000 6.362 3.646
99.600 24.200 30.000 6.427 3.624
99.600 24.400 30.000 6.440 3.620
99.600 24.600 30.000 6.442 3.611
99.600 24.800 30.000 6.536 3.598
99.600 25.000 30.000 6.499 3.563
99.600 25.200 30.000 6.476 3.569
99.600 25.400 30.000 6.413 3.568
99.600 25.600 30.000 6.260 3.572
99.600 25.800 30.000 6.158 3.539
99.600 26.000 30.000 6.044 3.482
99.600 26.200 30.000 6.092 3.439
99.600 26.400 30.000 6.176 3.430
99.600 26.600 30.000 6.125 3.395
99.600 26.800 30.000 6.092 3.400
99.600 27.000 30.000 6.092 3.422
99.600 27.200 30.000 6.108 3.412
99.600 27.400 30.000 6.151 3.399
99.600 27.600 30.000 6.021 3.344
99.600 27.800 30.000 6.016 3.341
99.600 28.000 30.000 5.995 3.318
99.600 28.200 30.000 5.950 3.322
99.600 28.400 30.000 5.991 3.323
99.600 28.600 30.000 5.994 3.326
99.600 28.800 30.000 5.927 3.302
99.600 29.000 30.000 5.919 3.303
99.600 29.200 30.000 5.947 3.322
99.600 29.400 30.000 5.953 3.339
99.600 29.600 30.000 5.951 3.338
99.600 29.800 30.000 5.929 3.319
99.600 30.000 30.000 5.924 3.313
99.600 30.200 30.000 5.914 3.311
99.600 30.400 30.000 5.911 3.321
99.600 30.600 30.000 5.930 3.337
99.600 30.800 30.000 5.975 3.363
99.600 31.000 30.000 5.988 3.408
99.600 31.200 30.000 5.988 3.367
99.600 31.400 30.000 5.969 3.318
99.600 31.600 30.000 5.939 3.302
99.600 31.800 30.000 5.897 3.295
99.600 32.000 30.000 5.874 3.317
99.600 32.200 30.000 5.898 3.380
99.600 32.400 30.000 5.910 3.396
99.600 32.600 30.000 5.939 3.430
99.800 22.800 30.000 6.513 3.797
99.800 23.000 30.000 6.514 3.798
99.800 23.200 30.000 6.412 3.779
99.800 23.400 30.000 6.376 3.735
99.800 23.600 30.000 6.334 3.682
99.800 23.800 30.000 6.333 3.670
99.800 24.000 30.000 6.437 3.668
99.800 24.200 30.000 6.329 3.604
99.800 24.400 30.000 6.243 3.596
99.800 24.600 30.000 6.194 3.587
99.800 24.800 30.000 6.270 3.593
99.800 25.000 30.000 6.373 3.611
99.800 25.200 30.000 6.379 3.597
99.800 25.400 30.000 6.373 3.549
99.800 25.600 30.000 6.318 3.532
99.800 25.800 30.000 6.215 3.511
99.800 26.000 30.000 6.130 3.464
99.800 26.200 30.000 6.201 3.444
99.800 26.400 30.000 6.176 3.407
99.800 26.600 30.000 6.139 3.374
99.800 26.800 30.000 6.154 3.391
99.800 27.000 30.000 6.114 3.402
99.800 27.200 30.000 6.135 3.404
99.800 27.400 30.000 6.048 3.364
99.800 27.600 30.000 6.000 3.356
99.800 27.800 30.000 5.978 3.334
99.800 28.000 30.000 5.926 3.294
99.800 28.200 30.000 5.915 3.288
99.800 28.400 30.000 5.956 3.301
99.800 28.600 30.000 5.932 3.284
99.800 28.800 30.000 5.936 3.281
99.800 29.000 30.000 5.897 3.265
99.800 29.200 30.000 5.918 3.281
99.800 29.400 30.000 5.932 3.303
99.800 29.600 30.000 5.955 3.318
99.800 29.800 30.000 5.946 3.323
99.800 30.000 30.000 5.929 3.332
99.800 30.200 30.000 5.928 3.338
99.800 30.400 30.000 5.913 3.337
99.800 30.600 30.000 5.925 3.352
99.800 30.800 30.000 5.967 3.383
99.800 31.000 30.000 5.995 3.407
99.800 31.200 30.000 6.012 3.384
99.800 31.400 30.000 6.004 3.348
99.800 31.600 30.000 5.964 3.321
99.800 31.800 30.000 5.903 3.299
99.800 32.000 30.000 5.877 3.354
99.800 32.200 30.000 5.899 3.376
99.800 32.400 30.000 5.897 3.379
99.800 32.600 30.000 5.937 3.425
99.800 32.800 30.000 5.982 3.478
