lon lat dep Vp Vs
106.000 25.200 0.000 5.769 3.310
106.000 25.400 0.000 5.703 3.288
106.000 25.600 0.000 5.645 3.270
106.000 25.800 0.000 5.596 3.256
106.000 26.000 0.000 5.556 3.243
106.000 26.200 0.000 5.527 3.240
106.000 26.400 0.000 5.481 3.232
106.000 26.600 0.000 5.440 3.222
106.000 26.800 0.000 5.440 3.227
106.000 27.000 0.000 5.442 3.229
106.000 27.200 0.000 5.448 3.214
106.000 27.400 0.000 5.451 3.212
106.000 27.600 0.000 5.457 3.210
106.000 27.800 0.000 5.446 3.184
106.000 28.000 0.000 5.423 3.143
106.000 28.200 0.000 5.413 3.108
106.000 28.400 0.000 5.306 3.036
106.000 28.600 0.000 5.271 2.995
106.000 28.800 0.000 5.296 2.971
106.000 29.000 0.000 5.304 2.939
106.000 29.200 0.000 5.350 2.946
106.000 29.400 0.000 5.389 2.948
106.000 29.600 0.000 5.397 2.946
106.000 29.800 0.000 5.382 2.946
106.000 30.000 0.000 5.369 2.943
106.000 30.200 0.000 5.355 2.942
106.000 30.400 0.000 5.351 2.945
106.000 30.600 0.000 5.304 2.928
106.000 30.800 0.000 5.217 2.893
106.000 31.000 0.000 5.146 2.866
106.000 31.200 0.000 5.135 2.856
106.000 31.400 0.000 5.128 2.851
106.000 31.600 0.000 5.120 2.849
106.000 31.800 0.000 5.151 2.859
106.000 32.000 0.000 5.178 2.861
106.000 32.200 0.000 5.301 2.919
106.000 32.400 0.000 5.406 2.968
106.000 32.600 0.000 5.440 3.001
106.000 32.800 0.000 5.520 3.053
106.000 33.000 0.000 5.550 3.083
106.000 33.200 0.000 5.437 3.038
106.200 24.800 0.000 5.912 3.385
106.200 25.000 0.000 5.852 3.362
106.200 25.200 0.000 5.772 3.331
106.200 25.400 0.000 5.697 3.302
106.200 25.600 0.000 5.696 3.293
106.200 25.800 0.000 5.683 3.289
106.200 26.000 0.000 5.667 3.281
106.200 26.200 0.000 5.600 3.269
106.200 26.400 0.000 5.513 3.249
106.200 26.600 0.000 5.468 3.246
106.200 26.800 0.000 5.458 3.240
106.200 27.000 0.000 5.457 3.240
106.200 27.200 0.000 5.476 3.244
106.200 27.400 0.000 5.489 3.246
106.200 27.600 0.000 5.488 3.226
106.200 27.800 0.000 5.489 3.205
106.200 28.000 0.000 5.477 3.174
106.200 28.200 0.000 5.421 3.122
106.200 28.400 0.000 5.323 3.061
106.200 28.600 0.000 5.287 3.024
106.200 28.800 0.000 5.309 3.002
106.200 29.000 0.000 5.313 2.972
106.200 29.200 0.000 5.338 2.969
106.200 29.400 0.000 5.350 2.964
106.200 29.600 0.000 5.358 2.960
106.200 29.800 0.000 5.363 2.957
106.200 30.000 0.000 5.365 2.954
106.200 30.200 0.000 5.333 2.948
106.200 30.400 0.000 5.319 2.948
106.200 30.600 0.000 5.289 2.937
106.200 30.800 0.000 5.220 2.915
106.200 31.000 0.000 5.171 2.895
106.200 31.200 0.000 5.149 2.883
106.200 31.400 0.000 5.143 2.874
106.200 31.600 0.000 5.140 2.868
106.200 31.800 0.000 5.161 2.870
106.200 32.000 0.000 5.145 2.862
106.200 32.200 0.000 5.234 2.903
106.200 32.400 0.000 5.360 2.955
106.200 32.600 0.000 5.414 2.980
106.200 32.800 0.000 5.462 3.027
106.200 33.000 0.000 5.528 3.054
106.400 25.400 0.000 5.766 3.331
106.400 25.600 0.000 5.758 3.318
106.400 25.800 0.000 5.757 3.316
106.400 26.000 0.000 5.742 3.309
106.400 26.200 0.000 5.657 3.295
106.400 26.400 0.000 5.552 3.276
106.400 26.600 0.000 5.491 3.260
106.400 26.800 0.000 5.472 3.251
106.400 27.000 0.000 5.473 3.253
106.400 27.200 0.000 5.499 3.255
106.400 27.400 0.000 5.524 3.269
106.400 27.600 0.000 5.515 3.244
106.400 27.800 0.000 5.531 3.231
106.400 28.000 0.000 5.532 3.203
106.400 28.200 0.000 5.462 3.150
106.400 28.400 0.000 5.369 3.095
106.400 28.600 0.000 5.314 3.055
106.400 28.800 0.000 5.325 3.036
106.400 29.000 0.000 5.332 3.007
106.400 29.200 0.000 5.337 2.997
106.400 29.400 0.000 5.316 2.986
106.400 29.600 0.000 5.319 2.974
106.400 29.800 0.000 5.344 2.970
106.400 30.000 0.000 5.368 2.966
106.400 30.200 0.000 5.315 2.956
106.400 30.400 0.000 5.285 2.951
106.400 30.600 0.000 5.258 2.945
106.400 30.800 0.000 5.220 2.935
106.400 31.000 0.000 5.189 2.926
106.400 31.200 0.000 5.160 2.908
106.400 31.400 0.000 5.128 2.890
106.400 31.600 0.000 5.120 2.878
106.400 31.800 0.000 5.149 2.878
106.400 32.000 0.000 5.157 2.871
106.400 32.200 0.000 5.281 2.913
106.400 32.400 0.000 5.390 2.951
106.400 32.600 0.000 5.394 2.969
106.400 32.800 0.000 5.465 3.003
106.600 26.200 0.000 5.702 3.320
106.600 26.400 0.000 5.587 3.298
106.600 26.600 0.000 5.511 3.277
106.600 26.800 0.000 5.475 3.263
106.600 27.000 0.000 5.460 3.258
106.600 27.200 0.000 5.526 3.272
106.600 27.400 0.000 5.539 3.284
106.600 27.600 0.000 5.519 3.256
106.600 27.800 0.000 5.517 3.223
106.600 28.000 0.000 5.540 3.220
106.600 28.200 0.000 5.453 3.153
106.600 28.400 0.000 5.392 3.111
106.600 28.600 0.000 5.354 3.086
106.600 28.800 0.000 5.330 3.061
106.600 29.000 0.000 5.359 3.042
106.600 29.200 0.000 5.332 3.025
106.600 29.400 0.000 5.283 3.008
106.600 29.600 0.000 5.276 2.989
106.600 29.800 0.000 5.299 2.981
106.600 30.000 0.000 5.332 2.974
106.600 30.200 0.000 5.294 2.965
106.600 30.400 0.000 5.250 2.955
106.600 30.600 0.000 5.221 2.947
106.600 30.800 0.000 5.203 2.946
106.600 31.000 0.000 5.176 2.942
106.600 31.200 0.000 5.146 2.920
106.600 31.400 0.000 5.113 2.900
106.600 31.600 0.000 5.070 2.879
106.600 31.800 0.000 5.069 2.866
106.600 32.000 0.000 5.113 2.866
106.600 32.200 0.000 5.238 2.905
106.600 32.400 0.000 5.326 2.936
106.600 32.600 0.000 5.410 2.964
106.800 27.600 0.000 5.515 3.263
106.800 27.800 0.000 5.503 3.224
106.800 28.000 0.000 5.480 3.195
106.800 28.200 0.000 5.477 3.182
106.800 28.400 0.000 5.500 3.168
106.800 28.600 0.000 5.463 3.134
106.800 28.800 0.000 5.438 3.109
106.800 29.000 0.000 5.401 3.077
106.800 29.200 0.000 5.346 3.051
106.800 29.400 0.000 5.288 3.030
106.800 29.600 0.000 5.242 3.007
106.800 29.800 0.000 5.239 2.991
106.800 30.000 0.000 5.264 2.980
106.800 30.200 0.000 5.262 2.974
106.800 30.400 0.000 5.241 2.964
106.800 30.600 0.000 5.201 2.952
106.800 30.800 0.000 5.166 2.946
106.800 31.000 0.000 5.135 2.941
106.800 31.200 0.000 5.114 2.921
106.800 31.400 0.000 5.078 2.898
106.800 31.600 0.000 5.051 2.880
106.800 31.800 0.000 5.040 2.865
106.800 32.000 0.000 5.083 2.865
106.800 32.200 0.000 5.184 2.895
106.800 32.400 0.000 5.277 2.923
107.000 30.600 0.000 5.225 2.964
107.000 30.800 0.000 5.174 2.955
107.000 31.000 0.000 5.134 2.946
107.000 31.200 0.000 5.112 2.925
107.000 31.400 0.000 5.067 2.902
107.000 31.600 0.000 5.044 2.883
107.000 31.800 0.000 5.032 2.869
107.000 32.000 0.000 5.048 2.863
97.800 24.600 2.500 5.108 3.058
97.800 24.800 2.500 4.810 2.866
97.800 25.000 2.500 5.060 3.012
98.000 24.400 2.500 5.118 3.029
98.000 24.600 2.500 4.845 2.869
98.000 24.800 2.500 4.937 2.930
98.000 25.000 2.500 4.876 2.895
98.000 25.200 2.500 4.925 2.913
98.000 25.400 2.500 5.138 3.028
98.000 25.600 2.500 5.270 3.064
98.000 25.800 2.500 5.421 3.179
98.000 26.000 2.500 5.232 3.078
98.000 26.200 2.500 5.364 3.154
98.000 26.400 2.500 5.369 3.151
98.000 26.600 2.500 5.480 3.205
98.000 26.800 2.500 5.537 3.214
98.200 24.200 2.500 5.137 3.047
98.200 24.400 2.500 5.131 3.065
98.200 24.600 2.500 4.979 2.978
98.200 24.800 2.500 5.062 3.028
98.200 25.000 2.500 4.972 2.981
98.200 25.200 2.500 5.031 2.999
98.200 25.400 2.500 4.932 2.922
98.200 25.600 2.500 4.963 2.916
98.200 25.800 2.500 5.385 3.169
98.200 26.000 2.500 5.500 3.228
98.200 26.200 2.500 5.480 3.192
98.200 26.400 2.500 5.241 3.012
98.200 26.600 2.500 5.402 3.099
98.200 26.800 2.500 5.388 3.056
98.200 27.000 2.500 5.609 3.179
98.200 27.200 2.500 5.624 3.202
98.200 27.400 2.500 5.553 3.168
98.200 27.600 2.500 5.444 3.122
98.200 27.800 2.500 5.329 3.078
98.200 28.000 2.500 5.249 3.067
98.200 28.200 2.500 5.145 3.058
98.200 28.400 2.500 5.046 3.053
98.200 28.600 2.500 5.026 3.055
98.200 28.800 2.500 5.024 3.080
98.400 24.000 2.500 4.916 2.962
98.400 24.200 2.500 4.886 2.953
98.400 24.400 2.500 5.069 3.070
98.400 24.600 2.500 5.160 3.099
98.400 24.800 2.500 5.058 3.043
98.400 25.000 2.500 4.976 3.017
98.400 25.200 2.500 4.780 2.894
98.400 25.400 2.500 4.923 2.951
98.400 25.600 2.500 4.962 2.927
98.400 25.800 2.500 5.107 2.979
98.400 26.000 2.500 5.329 3.084
98.400 26.200 2.500 5.361 3.058
98.400 26.400 2.500 5.489 3.116
98.400 26.600 2.500 5.713 3.263
98.400 26.800 2.500 5.805 3.320
98.400 27.000 2.500 5.651 3.182
98.400 27.200 2.500 5.515 3.106
98.400 27.400 2.500 5.441 3.086
98.400 27.600 2.500 5.358 3.062
98.400 27.800 2.500 5.275 3.060
98.400 28.000 2.500 5.184 3.051
98.400 28.200 2.500 5.126 3.049
98.400 28.400 2.500 5.058 3.054
98.400 28.600 2.500 5.017 3.062
98.400 28.800 2.500 5.042 3.054
98.400 29.000 2.500 5.072 3.063
98.400 29.200 2.500 5.142 3.072
98.400 29.400 2.500 5.089 3.074
98.400 29.600 2.500 5.114 3.095
98.400 29.800 2.500 5.113 3.105
98.400 30.000 2.500 5.174 3.113
98.400 30.200 2.500 5.184 3.119
98.400 30.400 2.500 5.181 3.121
98.400 30.600 2.500 5.194 3.130
98.400 30.800 2.500 5.220 3.141
98.600 23.800 2.500 5.054 3.050
98.600 24.000 2.500 4.927 2.983
98.600 24.200 2.500 4.783 2.919
98.600 24.400 2.500 4.939 3.032
98.600 24.600 2.500 4.921 3.007
98.600 24.800 2.500 4.997 3.048
98.600 25.000 2.500 4.705 2.943
98.600 25.200 2.500 4.821 2.975
98.600 25.400 2.500 4.897 2.977
98.600 25.600 2.500 4.972 2.967
98.600 25.800 2.500 5.105 3.001
98.600 26.000 2.500 5.380 3.136
98.600 26.200 2.500 5.422 3.105
98.600 26.400 2.500 5.402 3.055
98.600 26.600 2.500 5.478 3.078
98.600 26.800 2.500 5.515 3.089
98.600 27.000 2.500 5.531 3.093
98.600 27.200 2.500 5.527 3.118
98.600 27.400 2.500 5.414 3.077
98.600 27.600 2.500 5.315 3.057
98.600 27.800 2.500 5.199 3.042
98.600 28.000 2.500 5.162 3.075
98.600 28.200 2.500 5.128 3.049
98.600 28.400 2.500 5.109 3.054
98.600 28.600 2.500 5.100 3.062
98.600 28.800 2.500 5.117 3.076
98.600 29.000 2.500 5.091 3.089
98.600 29.200 2.500 5.080 3.089
98.600 29.400 2.500 5.102 3.090
98.600 29.600 2.500 5.093 3.095
98.600 29.800 2.500 5.106 3.108
98.600 30.000 2.500 5.160 3.119
98.600 30.200 2.500 5.157 3.118
98.600 30.400 2.500 5.203 3.128
98.600 30.600 2.500 5.219 3.134
98.600 30.800 2.500 5.198 3.133
98.600 31.000 2.500 5.171 3.115
98.600 31.200 2.500 5.112 3.105
98.600 31.400 2.500 5.096 3.113
98.600 31.600 2.500 5.082 3.110
98.800 23.800 2.500 5.040 3.009
98.800 24.000 2.500 4.985 2.995
98.800 24.200 2.500 5.020 3.048
98.800 24.400 2.500 4.840 2.976
98.800 24.600 2.500 4.828 2.979
98.800 24.800 2.500 4.794 2.983
98.800 25.000 2.500 4.836 3.002
98.800 25.200 2.500 4.935 3.038
98.800 25.400 2.500 4.843 2.981
98.800 25.600 2.500 5.016 3.028
98.800 25.800 2.500 5.097 3.036
98.800 26.000 2.500 5.352 3.164
98.800 26.200 2.500 5.296 3.057
98.800 26.400 2.500 5.341 3.055
98.800 26.600 2.500 5.390 3.065
98.800 26.800 2.500 5.429 3.076
98.800 27.000 2.500 5.482 3.091
98.800 27.200 2.500 5.436 3.088
98.800 27.400 2.500 5.454 3.158
98.800 27.600 2.500 5.236 3.060
98.800 27.800 2.500 5.130 3.038
98.800 28.000 2.500 5.093 3.038
98.800 28.200 2.500 5.128 3.065
98.800 28.400 2.500 5.171 3.075
98.800 28.600 2.500 5.173 3.081
98.800 28.800 2.500 5.193 3.083
98.800 29.000 2.500 5.210 3.092
98.800 29.200 2.500 5.167 3.102
98.800 29.400 2.500 5.153 3.101
98.800 29.600 2.500 5.152 3.109
98.800 29.800 2.500 5.177 3.123
98.800 30.000 2.500 5.190 3.139
98.800 30.200 2.500 5.187 3.132
98.800 30.400 2.500 5.207 3.130
98.800 30.600 2.500 5.208 3.129
98.800 30.800 2.500 5.184 3.114
98.800 31.000 2.500 5.104 3.102
98.800 31.200 2.500 5.101 3.099
98.800 31.400 2.500 5.036 3.098
98.800 31.600 2.500 5.055 3.105
98.800 31.800 2.500 5.062 3.117
99.000 23.600 2.500 5.292 3.111
99.000 23.800 2.500 5.325 3.146
99.000 24.000 2.500 5.128 3.040
99.000 24.200 2.500 5.082 3.058
99.000 24.400 2.500 5.070 3.085
99.000 24.600 2.500 4.943 3.023
99.000 24.800 2.500 4.881 3.003
99.000 25.000 2.500 5.077 3.059
99.000 25.200 2.500 4.913 3.020
99.000 25.400 2.500 4.861 3.012
99.000 25.600 2.500 5.056 3.083
99.000 25.800 2.500 5.001 3.012
99.000 26.000 2.500 5.073 3.017
99.000 26.200 2.500 5.190 3.037
99.000 26.400 2.500 5.229 3.030
99.000 26.600 2.500 5.305 3.058
99.000 26.800 2.500 5.343 3.064
99.000 27.000 2.500 5.375 3.063
99.000 27.200 2.500 5.331 3.066
99.000 27.400 2.500 5.256 3.067
99.000 27.600 2.500 5.151 3.055
99.000 27.800 2.500 5.080 3.049
99.000 28.000 2.500 5.085 3.042
99.000 28.200 2.500 5.181 3.063
99.000 28.400 2.500 5.240 3.087
99.000 28.600 2.500 5.259 3.087
99.000 28.800 2.500 5.275 3.100
99.000 29.000 2.500 5.285 3.124
99.000 29.200 2.500 5.276 3.117
99.000 29.400 2.500 5.253 3.123
99.000 29.600 2.500 5.239 3.136
99.000 29.800 2.500 5.241 3.156
99.000 30.000 2.500 5.217 3.165
99.000 30.200 2.500 5.133 3.140
99.000 30.400 2.500 5.123 3.112
99.000 30.600 2.500 5.158 3.107
99.000 30.800 2.500 5.084 3.096
99.000 31.000 2.500 5.123 3.099
99.000 31.200 2.500 5.138 3.105
99.000 31.400 2.500 5.004 3.094
99.000 31.600 2.500 5.010 3.099
99.000 31.800 2.500 5.034 3.114
99.000 32.000 2.500 5.090 3.123
99.200 23.400 2.500 5.122 2.986
99.200 23.600 2.500 5.440 3.191
99.200 23.800 2.500 5.060 2.976
99.200 24.000 2.500 5.135 3.016
99.200 24.200 2.500 5.067 3.024
99.200 24.400 2.500 5.048 3.050
99.200 24.600 2.500 4.854 2.982
99.200 24.800 2.500 4.945 3.029
99.200 25.000 2.500 5.148 3.078
99.200 25.200 2.500 5.034 3.069
99.200 25.400 2.500 4.930 3.036
99.200 25.600 2.500 4.905 3.002
99.200 25.800 2.500 5.240 3.152
99.200 26.000 2.500 5.100 3.038
99.200 26.200 2.500 5.115 3.023
99.200 26.400 2.500 5.170 3.036
99.200 26.600 2.500 5.213 3.046
99.200 26.800 2.500 5.328 3.109
99.200 27.000 2.500 5.376 3.077
99.200 27.200 2.500 5.337 3.068
99.200 27.400 2.500 5.283 3.065
99.200 27.600 2.500 5.225 3.051
99.200 27.800 2.500 5.217 3.056
99.200 28.000 2.500 5.232 3.073
99.200 28.200 2.500 5.297 3.081
99.200 28.400 2.500 5.334 3.112
99.200 28.600 2.500 5.353 3.130
99.200 28.800 2.500 5.343 3.109
99.200 29.000 2.500 5.352 3.118
99.200 29.200 2.500 5.321 3.136
99.200 29.400 2.500 5.326 3.131
99.200 29.600 2.500 5.336 3.143
99.200 29.800 2.500 5.324 3.155
99.200 30.000 2.500 5.185 3.162
99.200 30.200 2.500 5.084 3.127
99.200 30.400 2.500 5.034 3.078
99.200 30.600 2.500 5.022 3.072
99.200 30.800 2.500 5.106 3.081
99.200 31.000 2.500 5.108 3.095
99.200 31.200 2.500 5.117 3.099
99.200 31.400 2.500 5.025 3.095
99.200 31.600 2.500 5.009 3.101
99.200 31.800 2.500 5.034 3.108
99.200 32.000 2.500 5.080 3.112
99.200 32.200 2.500 5.167 3.124
99.400 23.200 2.500 5.205 3.068
99.400 23.400 2.500 5.414 3.183
99.400 23.600 2.500 5.375 3.150
99.400 23.800 2.500 5.296 3.108
99.400 24.000 2.500 5.183 3.041
99.400 24.200 2.500 5.247 3.096
99.400 24.400 2.500 5.117 3.058
99.400 24.600 2.500 5.076 3.060
99.400 24.800 2.500 5.121 3.086
99.400 25.000 2.500 5.123 3.064
99.400 25.200 2.500 4.949 3.017
99.400 25.400 2.500 4.877 3.013
99.400 25.600 2.500 4.970 3.044
99.400 25.800 2.500 5.208 3.123
99.400 26.000 2.500 5.174 3.074
99.400 26.200 2.500 5.173 3.061
99.400 26.400 2.500 5.136 3.042
99.400 26.600 2.500 5.136 3.022
99.400 26.800 2.500 5.239 3.054
99.400 27.000 2.500 5.341 3.068
99.400 27.200 2.500 5.345 3.064
99.400 27.400 2.500 5.340 3.063
99.400 27.600 2.500 5.401 3.085
99.400 27.800 2.500 5.386 3.086
99.400 28.000 2.500 5.387 3.095
99.400 28.200 2.500 5.408 3.124
99.400 28.400 2.500 5.363 3.101
99.400 28.600 2.500 5.371 3.115
99.400 28.800 2.500 5.358 3.107
99.400 29.000 2.500 5.368 3.120
99.400 29.200 2.500 5.341 3.127
99.400 29.400 2.500 5.299 3.144
99.400 29.600 2.500 5.298 3.136
99.400 29.800 2.500 5.209 3.146
99.400 30.000 2.500 5.156 3.138
99.400 30.200 2.500 5.019 3.106
99.400 30.400 2.500 4.975 3.085
99.400 30.600 2.500 4.965 3.038
99.400 30.800 2.500 5.078 3.073
99.400 31.000 2.500 5.124 3.095
99.400 31.200 2.500 5.126 3.099
99.400 31.400 2.500 4.999 3.093
99.400 31.600 2.500 5.031 3.112
99.400 31.800 2.500 5.037 3.102
99.400 32.000 2.500 5.077 3.107
99.400 32.200 2.500 5.142 3.116
99.400 32.400 2.500 5.163 3.120
99.600 23.000 2.500 5.366 3.140
99.600 23.200 2.500 5.280 3.100
99.600 23.400 2.500 5.362 3.154
99.600 23.600 2.500 5.268 3.099
99.600 23.800 2.500 5.266 3.098
99.600 24.000 2.500 5.145 3.040
99.600 24.200 2.500 5.084 3.029
99.600 24.400 2.500 5.139 3.066
99.600 24.600 2.500 5.113 3.059
99.600 24.800 2.500 5.043 3.034
99.600 25.000 2.500 4.880 2.982
99.600 25.200 2.500 4.849 2.986
99.600 25.400 2.500 4.877 3.016
99.600 25.600 2.500 4.958 3.046
99.600 25.800 2.500 5.032 3.056
99.600 26.000 2.500 5.067 3.051
99.600 26.200 2.500 5.049 3.019
99.600 26.400 2.500 5.092 3.029
99.600 26.600 2.500 5.104 3.019
99.600 26.800 2.500 5.183 3.032
99.600 27.000 2.500 5.284 3.046
99.600 27.200 2.500 5.328 3.054
99.600 27.400 2.500 5.454 3.141
99.600 27.600 2.500 5.329 3.054
99.600 27.800 2.500 5.367 3.063
99.600 28.000 2.500 5.351 3.077
99.600 28.200 2.500 5.330 3.090
99.600 28.400 2.500 5.326 3.096
99.600 28.600 2.500 5.334 3.115
99.600 28.800 2.500 5.328 3.102
99.600 29.000 2.500 5.350 3.115
99.600 29.200 2.500 5.318 3.125
99.600 29.400 2.500 5.291 3.128
99.600 29.600 2.500 5.260 3.132
99.600 29.800 2.500 5.230 3.133
99.600 30.000 2.500 5.192 3.134
99.600 30.200 2.500 5.063 3.088
99.600 30.400 2.500 4.987 3.065
99.600 30.600 2.500 5.022 3.075
99.600 30.800 2.500 5.119 3.088
99.600 31.000 2.500 5.101 3.089
99.600 31.200 2.500 5.129 3.098
99.600 31.400 2.500 5.097 3.111
99.600 31.600 2.500 5.067 3.125
99.600 31.800 2.500 5.050 3.102
99.600 32.000 2.500 5.027 3.092
99.600 32.200 2.500 5.110 3.106
99.600 32.400 2.500 5.167 3.118
99.600 32.600 2.500 5.207 3.125
99.800 22.800 2.500 5.427 3.153
99.800 23.000 2.500 5.485 3.195
99.800 23.200 2.500 5.482 3.192
99.800 23.400 2.500 5.432 3.187
99.800 23.600 2.500 5.321 3.130
99.800 23.800 2.500 5.299 3.126
99.800 24.000 2.500 5.278 3.132
99.800 24.200 2.500 5.069 3.021
99.800 24.400 2.500 5.051 3.016
99.800 24.600 2.500 5.018 3.005
99.800 24.800 2.500 5.045 3.024
99.800 25.000 2.500 5.022 3.036
99.800 25.200 2.500 4.945 3.017
99.800 25.400 2.500 4.931 3.024
99.800 25.600 2.500 4.973 3.029
99.800 25.800 2.500 5.108 3.065
99.800 26.000 2.500 5.177 3.088
99.800 26.200 2.500 5.201 3.078
99.800 26.400 2.500 5.159 3.026
99.800 26.600 2.500 5.159 3.015
99.800 26.800 2.500 5.234 3.036
99.800 27.000 2.500 5.242 3.020
99.800 27.200 2.500 5.303 3.047
99.800 27.400 2.500 5.259 3.035
99.800 27.600 2.500 5.280 3.045
99.800 27.800 2.500 5.286 3.049
99.800 28.000 2.500 5.264 3.063
99.800 28.200 2.500 5.263 3.073
99.800 28.400 2.500 5.279 3.094
99.800 28.600 2.500 5.279 3.091
99.800 28.800 2.500 5.297 3.113
99.800 29.000 2.500 5.316 3.100
99.800 29.200 2.500 5.282 3.109
99.800 29.400 2.500 5.246 3.124
99.800 29.600 2.500 5.183 3.142
99.800 29.800 2.500 5.176 3.145
99.800 30.000 2.500 5.259 3.137
99.800 30.200 2.500 5.158 3.127
99.800 30.400 2.500 5.143 3.108
99.800 30.600 2.500 5.194 3.117
99.800 30.800 2.500 5.304 3.155
99.800 31.000 2.500 5.431 3.184
99.800 31.200 2.500 5.377 3.185
99.800 31.400 2.500 5.259 3.166
99.800 31.600 2.500 5.165 3.148
99.800 31.800 2.500 5.097 3.107
99.800 32.000 2.500 5.065 3.091
99.800 32.200 2.500 5.059 3.094
99.800 32.400 2.500 5.128 3.108
99.800 32.600 2.500 5.147 3.111
99.800 32.800 2.500 5.199 3.120
100.000 22.600 2.500 5.171 3.067
100.000 22.800 2.500 5.369 3.135
100.000 23.000 2.500 5.343 3.108
100.000 23.200 2.500 5.406 3.145
100.000 23.400 2.500 5.290 3.096
100.000 23.600 2.500 5.342 3.125
100.000 23.800 2.500 5.372 3.146
100.000 24.000 2.500 5.335 3.131
100.000 24.200 2.500 5.303 3.116
100.000 24.400 2.500 5.082 3.003
100.000 24.600 2.500 5.080 3.000
100.000 24.800 2.500 5.000 2.996
100.000 25.000 2.500 5.053 3.047
100.000 25.200 2.500 4.851 2.982
100.000 25.400 2.500 4.988 3.040
100.000 25.600 2.500 4.912 2.995
100.000 25.800 2.500 5.016 3.007
100.000 26.000 2.500 5.188 3.052
100.000 26.200 2.500 5.319 3.094
100.000 26.400 2.500 5.281 3.039
100.000 26.600 2.500 5.310 3.021
100.000 26.800 2.500 5.283 3.016
100.000 27.000 2.500 5.266 3.010
100.000 27.200 2.500 5.259 3.016
100.000 27.400 2.500 5.215 3.015
100.000 27.600 2.500 5.242 3.029
100.000 27.800 2.500 5.247 3.043
100.000 28.000 2.500 5.230 3.059
100.000 28.200 2.500 5.238 3.062
100.000 28.400 2.500 5.244 3.090
100.000 28.600 2.500 5.242 3.084
100.000 28.800 2.500 5.243 3.094
100.000 29.000 2.500 5.256 3.102
100.000 29.200 2.500 5.241 3.113
100.000 29.400 2.500 5.228 3.124
100.000 29.600 2.500 5.233 3.131
100.000 29.800 2.500 5.269 3.134
100.000 30.000 2.500 5.299 3.139
100.000 30.200 2.500 5.293 3.141
100.000 30.400 2.500 5.305 3.146
100.000 30.600 2.500 5.316 3.166
100.000 30.800 2.500 5.421 3.176
100.000 31.000 2.500 5.495 3.190
100.000 31.200 2.500 5.456 3.194
100.000 31.400 2.500 5.377 3.180
100.000 31.600 2.500 5.207 3.168
100.000 31.800 2.500 5.125 3.132
100.000 32.000 2.500 5.026 3.080
100.000 32.200 2.500 5.066 3.090
100.000 32.400 2.500 5.063 3.093
100.000 32.600 2.500 5.130 3.106
100.000 32.800 2.500 5.170 3.111
100.000 33.000 2.500 5.233 3.121
100.200 22.600 2.500 5.135 3.066
100.200 22.800 2.500 5.253 3.107
100.200 23.000 2.500 5.330 3.156
100.200 23.200 2.500 5.218 3.101
100.200 23.400 2.500 5.234 3.117
100.200 23.600 2.500 5.395 3.190
100.200 23.800 2.500 5.283 3.106
100.200 24.000 2.500 5.330 3.095
100.200 24.200 2.500 5.374 3.107
100.200 24.400 2.500 5.252 3.066
100.200 24.600 2.500 5.185 3.038
100.200 24.800 2.500 5.073 3.022
100.200 25.000 2.500 4.942 3.018
100.200 25.200 2.500 4.766 2.967
100.200 25.400 2.500 4.869 3.001
100.200 25.600 2.500 4.825 2.972
100.200 25.800 2.500 5.034 3.026
100.200 26.000 2.500 5.103 3.034
100.200 26.200 2.500 5.264 3.065
100.200 26.400 2.500 5.311 3.046
100.200 26.600 2.500 5.295 3.017
100.200 26.800 2.500 5.196 2.986
100.200 27.000 2.500 5.154 2.980
100.200 27.200 2.500 5.155 2.991
100.200 27.400 2.500 5.238 3.027
100.200 27.600 2.500 5.217 3.022
100.200 27.800 2.500 5.318 3.086
100.200 28.000 2.500 5.230 3.060
100.200 28.200 2.500 5.220 3.082
100.200 28.400 2.500 5.220 3.076
100.200 28.600 2.500 5.173 3.095
100.200 28.800 2.500 5.186 3.096
100.200 29.000 2.500 5.223 3.105
100.200 29.200 2.500 5.239 3.117
100.200 29.400 2.500 5.256 3.133
100.200 29.600 2.500 5.308 3.144
100.200 29.800 2.500 5.348 3.154
100.200 30.000 2.500 5.332 3.155
100.200 30.200 2.500 5.334 3.142
100.200 30.400 2.500 5.326 3.144
100.200 30.600 2.500 5.311 3.167
100.200 30.800 2.500 5.401 3.175
100.200 31.000 2.500 5.411 3.197
100.200 31.200 2.500 5.378 3.186
100.200 31.400 2.500 5.272 3.174
100.200 31.600 2.500 5.164 3.139
100.200 31.800 2.500 5.070 3.125
100.200 32.000 2.500 5.069 3.087
100.200 32.200 2.500 5.059 3.088
100.200 32.400 2.500 5.097 3.096
100.200 32.600 2.500 5.137 3.109
100.200 32.800 2.500 5.182 3.124
100.200 33.000 2.500 5.220 3.140
100.400 22.400 2.500 5.162 3.070
100.400 22.600 2.500 5.121 3.067
100.400 22.800 2.500 5.106 3.067
100.400 23.000 2.500 5.180 3.116
100.400 23.200 2.500 5.123 3.092
100.400 23.400 2.500 5.196 3.126
100.400 23.600 2.500 5.206 3.130
100.400 23.800 2.500 5.262 3.155
100.400 24.000 2.500 5.268 3.136
100.400 24.200 2.500 5.318 3.118
100.400 24.400 2.500 5.245 3.047
100.400 24.600 2.500 5.228 3.053
100.400 24.800 2.500 5.070 3.017
100.400 25.000 2.500 4.945 3.004
100.400 25.200 2.500 4.693 2.933
